Contour,Mode 1 (normalized),Mode 2 (normalized),Mode 3 (normalized),Mode 4 (normalized),Mode 5 (normalized),Mode 6 (normalized),Mode 7 (normalized),Mode 8 (normalized),Mode 9 (normalized)
UID_27_25_2_all-17,0.115577,-0.831919,0.238021,-0.159342,-0.353057,1.00646,-0.700456,-0.860684,-0.254672
UID_27_25_3_all-5,-0.0741127,-0.91177,0.336226,0.827847,0.523502,-0.749938,0.122808,-0.46852,-0.172211
UID_27_25_4_all-7,-0.104534,-1.03053,-0.142752,0.220883,0.378954,-0.0273011,-0.0733559,-0.0210172,0.07145
UID_27_25_5_all-10,0.10114,-0.446706,-0.310301,0.724562,1.09151,-0.405378,0.459857,0.16596,0.403612
UID_27_25_6_all-13,0.0827356,-1.12643,0.0431623,-0.124273,-0.0121539,0.14228,0.0404792,0.0340831,0.225839
UID_27_25_7_all-7,0.0214176,-0.0915648,-0.557457,0.536867,1.06307,-0.488452,0.441361,0.369696,-0.338452
UID_27_26_1_all-10,-0.0184301,-0.758164,-0.196301,0.506279,0.615995,-0.110732,-0.0186378,0.425016,0.100195
UID_27_26_2_all-24,0.632108,0.67251,0.0828113,-0.499845,0.123803,0.778441,-0.731777,-1.27409,0.165033
UID_27_26_3_all-12,0.355594,-0.506962,0.00359215,-0.216183,-0.14923,0.0690769,-0.0209038,-0.0831077,-0.0298572
UID_27_26_4_all-16,0.0740905,-0.81007,-0.163442,0.486043,0.575118,-0.130563,0.28359,0.0782353,0.224918
UID_27_27_1_all-2,-2.7944,0.219361,0.81746,-1.72693,1.09696,-0.49761,-0.605747,-0.682935,-0.174098
UID_27_27_2_all-11,-0.0624858,-1.35734,0.160299,0.369171,0.424283,-0.0700401,0.234064,-0.0859515,0.273008
UID_27_27_3_all-25,0.163087,-0.682663,-0.0544435,0.30455,0.520088,-7.09143e-05,0.104755,-0.0868623,0.175212
UID_27_27_4_all-24,0.350448,-0.308765,-0.170969,0.0841312,0.534253,-0.22654,-0.0989328,0.421938,-0.150236
UID_27_27_5_all-10,0.0225893,-1.03858,0.0864195,0.494141,0.50477,-0.0948884,0.135422,0.0973813,0.434972
UID_27_28_1_all-17,0.207667,-0.640646,-0.111656,-0.23777,0.0638298,-0.345543,-0.0431954,-0.0718543,-0.49377
UID_27_28_2_all-16,0.0397842,-1.10903,0.145223,0.109576,0.200942,0.0131965,0.192945,0.155491,0.219444
UID_27_28_3_all-17,0.171882,-0.578297,-0.0938069,0.542183,0.581515,-0.240752,0.0731175,0.535325,0.0936558
UID_27_28_4_all-7,-0.0158162,-1.22373,0.141635,0.373281,0.280757,-0.422741,0.320314,-0.0838664,0.0612003
UID_27_29_1_all-8,-0.129712,-1.36825,-0.00525471,0.205316,-0.0824081,-0.425323,0.205262,0.158623,-0.162996
UID_27_29_2_all-16,0.133636,-0.705132,0.533228,0.329708,-0.306858,-0.231147,-0.318205,-0.260047,0.813839
UID_27_29_3_all-7,-0.0688349,-1.12324,-0.0711278,0.45208,0.481605,-0.126925,0.31071,0.219194,0.296677
UID_27_29_4_all-11,-0.0976826,-0.98906,-0.0796662,0.931443,0.642132,0.250296,0.298983,0.171308,0.0249501
UID_27_29_5_all-23,-0.0649526,-1.48796,0.0363484,0.0670533,0.12667,-0.154825,0.211888,-0.116387,0.0463251
UID_27_29_6_all-17,0.023641,-1.30921,0.246597,0.06614,-0.0451606,-0.297231,0.154883,-0.243019,0.145425
UID_27_29_7_all-8,0.0072195,-0.741327,0.288092,0.633925,0.073324,0.198166,-0.159147,-0.0430272,0.589978
UID_27_2_1_all-2,-0.0454034,-1.4675,0.206301,0.0456383,-0.0891164,0.0812756,-0.0357233,0.0646543,0.399651
UID_27_2_2_all-9,-0.0210193,-0.932431,-0.079313,0.420194,0.395654,-0.0642417,0.21889,-0.0642678,0.0352625
UID_27_2_3_all-5,0.249347,-0.470427,-0.28656,0.0656896,0.420011,-0.084721,0.261711,0.448779,0.157962
UID_27_2_4_all-18,0.515662,-0.272462,-0.0558314,-0.554141,-0.0112382,0.266033,0.0390879,-0.00310875,0.0777927
UID_27_30_1_all-9,-0.0405303,-1.14302,-0.0443028,0.0600453,0.231347,0.0486681,-0.0493396,-0.149675,-0.0135803
UID_27_30_2_all-20,0.207919,-0.195538,-0.108354,0.280391,0.831453,0.195818,-0.0233497,2.1279,0.879419
UID_27_30_3_all-3,0.0204569,-1.15696,0.0520066,0.344747,0.507631,-0.227144,0.313907,-0.0253731,0.165497
UID_27_30_4_all-19,0.364257,-0.313169,0.181641,0.023198,-0.080128,-0.576893,0.112464,-0.150943,-0.208328
UID_27_30_5_all-17,0.0563989,-1.29404,0.109229,-0.303962,-0.260157,0.182413,0.233188,0.0184618,0.510888
UID_27_31_1_all-19,-2.91736,1.23354,-1.05754,-1.30348,-0.365055,2.29409,1.13101,3.7014,2.22808
UID_27_31_2_all-16,0.268857,-0.743001,0.107219,-0.366277,-0.123057,0.13634,-0.198397,-0.497721,0.114689
UID_27_31_3_all-13,-0.0473107,-0.990345,0.107851,0.658176,0.531774,-0.0912346,-0.0725269,-0.412212,0.267949
UID_27_31_4_all-17,0.464772,0.166776,-0.0998221,-0.751221,-0.189967,0.556319,0.281127,0.254709,0.498755
UID_27_31_5_all-24,0.290887,-0.825796,0.0589092,-0.212098,0.0145369,0.23689,0.204305,-0.30187,-0.234632
UID_27_31_6_all-13,-2.27446,0.434867,0.0772251,-0.303898,1.51495,-1.05285,0.185772,-2.88222,2.06569
UID_27_31_7_all-8,0.214269,-0.872708,0.0969783,0.0749947,0.232597,-0.0556836,0.17108,0.0732329,0.292708
UID_27_32_1_all-12,0.0282906,-1.15175,0.295578,-0.265854,-0.166006,0.440053,-0.67379,-0.958437,-0.0563895
UID_27_32_2_all-29,0.311752,0.46728,0.0496374,0.575225,0.0352966,0.634167,-1.22417,0.26049,0.321753
UID_27_32_3_all-22,0.155038,-0.738199,0.0293186,0.237152,0.0500998,-0.0499375,0.0862607,0.101364,0.237991
UID_27_32_4_all-2,-0.218271,-0.0788727,0.253493,1.71595,2.06166,0.196224,-0.019082,1.17269,2.18264
UID_27_32_5_all-11,-0.00112538,-1.33075,0.0630044,-0.144487,0.0416923,0.0261137,0.205855,0.292728,0.321528
UID_27_32_6_all-13,0.0552513,-1.29446,0.234811,-0.0380303,0.00261069,0.240244,-0.0385715,-0.672861,-0.0392791
UID_27_33_1_all-19,0.141804,-1.0184,0.0199801,-0.459295,-0.190878,-0.0811436,-0.0414502,0.161208,0.030478
UID_27_33_2_all-34,0.811021,0.731233,-0.344215,-0.322214,0.369253,0.211236,0.132524,0.447177,0.148752
UID_27_33_3_all-9,0.218797,-0.959458,0.0668833,-0.250114,-0.0624706,-0.0173967,0.0234845,-0.311197,-0.108415
UID_27_33_4_all-11,0.0493169,-0.830042,-0.00580757,0.269899,0.280689,0.323111,-0.697262,0.532866,0.56926
UID_27_33_5_all-9,-0.188899,-0.977537,0.279212,0.618343,0.443555,-0.06407,-0.541051,-1.18681,-0.533465
UID_27_33_6_all-22,0.141903,-0.419429,-0.133954,0.196848,0.503516,0.123849,-0.205684,0.472775,0.490629
UID_27_34_1_all-5,-0.030282,-0.539402,0.119685,0.701474,0.826994,0.583476,-0.374036,-0.610473,0.332203
UID_27_34_2_all-3,0.2722,-0.777889,0.063074,-0.288186,0.00687221,0.200865,0.0873558,-0.158107,0.173011
UID_27_34_3_all-3,0.0282066,-1.22523,0.0771468,0.181535,0.332245,-0.223537,0.274528,-0.376925,0.0829376
UID_27_34_4_all-12,-2.54662,0.439957,-0.105079,-0.895185,2.91589,-0.158084,-0.240781,-1.35602,-0.0395861
UID_27_34_5_all-31,0.332219,0.254199,0.981774,0.658939,-1.2899,0.26519,-0.710456,-1.25774,0.0555658
UID_27_34_6_all-2,-0.118823,-1.46593,0.0598457,0.310907,0.163082,-0.0853246,0.0940841,0.131168,0.128802
UID_27_34_7_all-9,-2.61502,-0.0473755,-0.747323,-1.18887,0.792223,-1.47273,-0.951479,-0.124486,0.715931
UID_27_34_8_all-3,-2.85254,-0.265254,1.06008,-1.2847,0.494095,-0.0459212,0.0641714,-0.273543,1.01842
UID_27_3_1_all-4,-3.10386,1.67891,0.566661,-2.59662,0.745459,0.438776,-2.25643,-1.26737,-1.57858
UID_27_3_2_all-13,-2.39854,0.947359,-3.78624,0.1314,-2.0672,-2.85116,-0.164324,-3.99681,2.69835
UID_27_3_3_all-14,0.264447,-0.779767,0.0937477,-0.184802,0.256524,0.0852327,0.0397655,-0.00821446,0.341567
UID_27_3_4_all-21,0.269054,-0.125052,-0.104284,0.547067,0.965072,-0.996869,0.623132,0.43531,-0.478609
UID_27_3_5_all-19,0.206633,-0.856382,0.027883,-0.0532584,0.00930512,0.76685,-0.193587,-0.787736,-0.784581
UID_27_4_1_all-12,0.0630887,-1.19993,0.145154,0.0797154,-0.00368522,0.186489,-0.13735,-0.175236,0.196118
UID_27_4_2_all-16,0.00995356,-1.42073,0.156815,-0.0271675,0.118571,0.0887981,-0.183952,-0.0289305,0.100854
UID_27_4_3_all-9,-0.216618,-1.65088,0.114925,0.421356,0.155207,-0.195214,0.0588566,-0.0354196,0.0619527
UID_27_4_4_all-19,-0.0102,-1.03044,-0.141977,0.0943547,0.353644,-0.0091821,0.389627,-0.191115,0.261267
UID_27_4_5_all-26,0.268789,-0.853915,0.0837932,-0.407877,-0.259208,0.0970733,0.19631,0.0294644,0.282997
UID_27_4_6_all-5,-0.0991983,-1.58383,0.300818,0.187093,0.0436723,-0.176075,0.0591184,-0.036867,0.279644
UID_27_4_7_all-3,-0.302301,-1.99202,0.195482,0.294063,-0.0737738,-0.232071,0.123824,0.0800443,0.182231
UID_27_5_1_all-11,-0.0271073,-0.860753,-0.267851,0.0475704,0.249595,-0.290129,0.00284061,0.515266,-0.106308
UID_27_5_2_all-2,-2.67776,0.101398,0.9257,-1.11276,1.36593,0.193817,0.183599,-2.03826,0.558821
UID_27_5_3_all-8,0.103553,-0.820783,0.120886,0.144244,0.366837,0.249717,-0.0371945,-0.244334,0.392396
UID_27_5_4_all-19,0.137887,-1.03259,0.0885923,-0.146715,-0.0766613,-0.415876,0.671801,0.141348,0.166745
UID_27_5_5_all-10,0.203069,-1.1351,0.199186,-0.267261,-0.177434,-0.0273622,-0.063755,-0.173589,0.0328646
UID_27_5_6_all-6,-0.038781,-1.33607,0.206036,0.33404,0.160539,-0.431509,0.443313,-0.0855654,0.441081
UID_27_5_7_all-6,0.961876,0.77804,-0.271964,-0.575768,0.0774234,0.0999011,-0.0377702,0.105892,-0.0956348
UID_27_5_8_all-3,-0.0760515,-1.64857,0.215886,-0.109298,-0.267025,0.0390989,-0.0555507,-0.229078,0.0829496
UID_27_6_1_all-15,0.2789,-0.10145,-0.395986,0.715699,0.674366,-0.165089,0.19918,0.759016,-0.143934
UID_27_6_2_all,-2.79271,0.190027,0.835185,-1.3037,0.93971,-0.970026,-0.510852,-0.684675,0.631947
UID_27_6_3_all-8,-0.0891866,-1.13866,-0.063013,0.17834,0.0110574,-0.198571,0.250907,-0.354886,-0.143755
UID_27_6_4_all-12,0.31624,-0.226223,-0.19129,0.0398162,0.656398,-0.0561268,0.162874,-0.0241104,-0.152642
UID_27_7_1_all-14,-2.31194,-2.0721,-3.63821,3.46447,-0.414857,2.48387,0.642882,-1.31315,2.36819
UID_27_7_2_all-2,-2.8248,-0.0604045,0.409022,-1.28616,0.714832,0.847976,-0.544855,-1.29573,0.04473
UID_27_7_3_all-4,-0.176399,-1.61366,0.0019937,0.0920775,0.154166,-0.274641,0.103392,-0.312092,0.120347
UID_27_7_4_all-40,-0.136048,-0.00572094,2.12403,2.11024,-2.02769,0.0476142,0.177134,-3.20426,-1.00846
UID_27_7_5_all-21,0.233422,-0.336968,-0.125596,0.127187,0.6513,-0.258693,0.213127,0.511207,0.26626
UID_27_7_6_all-12,0.0139017,-1.41252,0.27392,-0.102559,-0.0381954,0.262613,-0.126136,-0.540294,0.0746738
UID_27_8_1_all-4,-0.0665762,-1.4749,0.135179,0.208851,0.147893,-0.1494,-0.048399,0.233416,0.234207
UID_27_8_2_all-5,-0.307478,-1.67932,0.0150839,0.393415,0.414349,-0.253628,0.281348,-0.216201,0.119348
UID_27_8_3_all-7,-0.249569,-1.92827,0.251062,0.317533,0.152216,-0.235813,0.0788868,-0.148286,0.274797
UID_27_8_4_all-4,-0.288626,-1.82967,0.126309,0.141758,-0.0665294,-0.0328099,0.12628,0.0379071,0.357283
UID_27_8_5_all-17,0.0705929,-0.425122,-0.10181,0.159189,0.439727,0.0427601,-0.238078,0.789075,0.484315
UID_27_8_6_all-35,0.121426,-0.743533,-0.161141,-0.121551,0.172375,0.628251,0.24396,0.339217,0.369632
UID_27_8_7_all-23,0.134289,-1.08535,-0.0411875,-0.242795,-0.0953637,0.0472373,-0.145344,-0.222455,-0.107885
UID_27_8_8_all-22,-0.0226908,-0.425907,-0.281344,0.985926,1.27005,-0.382648,0.270428,0.853886,0.30871
UID_27_9_1_all-7,0.055665,-0.700027,0.0528784,0.60697,0.737994,0.557211,0.048235,-0.00879812,0.395494
UID_27_9_2_all-22,0.19981,-0.8829,0.00637963,-0.110917,0.000694164,-0.103775,0.45758,0.161963,0.280774
UID_27_9_3_all-23,-0.156139,-0.80028,-0.132757,0.125587,0.0408531,-0.0977141,-0.56848,-0.491848,-0.317082
UID_27_9_4_all-5,-0.181801,-1.71654,0.140607,0.191928,0.0826643,-0.15037,0.111173,-0.0848413,0.0113692
UID_27_9_5_all-21,0.422138,-0.312833,-0.124651,-0.381821,0.184902,0.104543,0.0995982,-0.078942,0.0713929
UID_31_10_1_all-7,0.351147,0.0508457,-0.141492,-0.269886,0.302611,0.0885961,-0.398091,-0.314683,-0.173211
UID_31_11_1_all-5,0.00147931,0.280068,0.432744,0.569314,-1.07024,-2.36679,1.44013,0.156732,-0.519434
UID_31_11_2_all-8,0.361225,-0.525872,-0.0351286,-0.584972,-0.329812,0.505444,-0.233475,0.0696949,0.104538
UID_31_11_3_all-14,0.388835,0.308243,-0.370331,-0.216402,0.256197,0.159069,-0.875742,-0.0129312,-0.206962
UID_31_12_1_all-3,0.207875,-0.674908,-0.110862,0.0928693,0.353439,0.394912,0.59802,0.153683,0.269346
UID_31_12_2_all-2,0.161545,-0.126906,-0.0117734,0.23066,0.0523706,-0.942887,-1.43915,-0.395318,-1.15053
UID_31_13_1_all-5,0.547876,0.357571,-0.557892,-0.111707,0.612566,-0.37036,0.582871,-0.428615,-0.427366
UID_31_14_1_all-4,0.139133,-0.249588,-0.359683,0.444678,0.851366,-0.136846,0.29425,0.423126,0.148476
UID_31_14_2_all-9,0.00254741,0.0896944,-0.214145,-0.17384,-0.460727,-1.93621,1.80911,1.17621,0.196718
UID_31_14_3_all-14,0.284429,-0.637173,-0.0456103,-0.578887,-0.245755,0.342567,-0.340363,0.0857143,-0.0539457
UID_31_15_1_all-6,-2.87581,0.617188,-3.96642,2.65238,-2.41888,0.662489,-1.28565,3.03663,5.31188
UID_31_15_2_all-6,0.623222,0.091317,-0.0170183,-0.816535,-0.722578,0.586492,-0.605937,0.433509,0.028023
UID_31_15_3_all-8,0.792359,1.22747,-0.72213,0.379862,1.55272,-0.213272,0.304358,0.221011,-0.0629155
UID_31_15_4_all-9,0.271613,-0.459753,-0.162122,-0.0579897,0.381792,-0.161279,0.25404,-0.240026,-0.100542
UID_31_16_1_all-4,0.482654,-0.502496,0.0330096,-0.548051,-0.355885,0.284114,-0.277533,-0.0603466,-0.0873703
UID_31_16_2_all-26,0.591604,2.06017,0.0381845,0.938556,0.981212,-0.132504,-2.21415,-0.913777,-0.40338
UID_31_16_3_all-23,0.541469,-0.125188,-0.155512,-0.8037,-0.132682,0.281727,0.380316,0.207994,0.537124
UID_31_16_4_all-4,0.331339,-0.533763,-0.0309151,-0.469582,-0.253734,0.347762,-0.303929,0.0639389,0.0546657
UID_31_16_5_all-8,-0.396052,-0.0562127,0.599838,0.943543,-1.33291,-3.13854,1.58187,0.781561,-0.00663495
UID_31_17_1_all-7,0.342117,-0.683474,0.258776,-0.489807,-0.164424,0.862526,-0.471689,-0.958712,-0.19817
UID_31_17_2_all-4,0.327901,-0.098967,-0.318996,0.223684,0.462275,-0.0676856,0.287424,0.333659,0.0144275
UID_31_18_1_all-9,0.0956151,-1.15466,0.0745269,0.0537028,0.236528,-0.100694,0.194228,-0.192387,0.10663
UID_31_18_2_all-5,0.0865161,-1.11337,-0.00473514,0.0751559,0.214729,-0.143624,0.300785,-0.228775,-0.0733849
UID_31_18_3_all-7,0.137603,-1.14654,0.20391,-0.246366,-0.107856,0.107112,0.202719,-0.133536,0.349
UID_31_18_4_all-3,0.216856,-0.485262,-0.212768,-0.14243,0.221297,-0.157141,0.34584,-0.042112,0.309403
UID_31_18_5_all-15,0.108452,-0.552408,-0.247845,0.29282,0.636307,-0.242757,0.159401,-0.49285,-0.666715
UID_31_19_1_all-5,0.653489,0.20101,-0.235608,-0.634364,0.157101,0.13307,0.00946415,-0.126637,-0.255332
UID_31_19_2_all-12,0.549079,-0.331386,-0.000102289,-0.750242,-0.428357,0.214347,0.00382627,0.0747843,0.0305903
UID_31_19_3_all-18,0.342661,-0.251014,-0.0774704,0.186692,0.29567,-0.0796794,-0.128978,0.533666,0.241871
UID_31_19_4_all-5,0.618017,-0.0229296,0.0437924,-0.574083,-0.395947,0.0742256,0.075818,-0.280303,-0.203054
UID_31_19_5_all-15,0.502373,0.35248,-0.446908,-0.329817,0.632327,-0.0334201,0.0391391,-0.320393,-0.393333
UID_31_1_1_all-13,0.192901,-0.511152,-0.218087,0.216045,0.229601,-0.195218,0.0156852,0.201666,-0.170335
UID_31_1_2_all-26,0.934129,0.603625,-0.141969,-1.00537,-0.114632,0.728208,-0.0480941,-0.0216383,0.387075
UID_31_20_1_all-4,0.0708873,2.21694,-1.47941,1.96057,-0.831166,-1.96755,-2.48458,-2.87843,-0.368529
UID_31_20_2_all-4,0.27621,-0.0561975,0.0689427,0.385731,0.554032,0.210245,-0.65763,-0.155176,0.429135
UID_31_20_3_all-5,0.189373,-1.14121,0.14847,-0.327507,-0.148861,0.140235,0.093299,-0.265785,0.0601656
UID_31_20_4_all-2,0.0583133,-0.925206,0.0564676,-0.09481,0.142228,-0.200563,-0.233203,-0.30684,0.113677
UID_31_20_5_all-16,0.438615,-0.156239,-0.0864505,-0.359203,0.106221,-0.0695442,-0.211921,-0.556914,-0.329217
UID_31_20_6_all-3,0.15281,2.82337,-0.394954,2.17505,-0.365243,0.920288,-2.88738,0.244565,-0.472581
UID_31_21_1_all-4,0.45524,0.00529683,-0.232638,-0.298358,0.0588339,0.812577,-0.2139,0.414184,0.459658
UID_31_21_2_all-21,0.828174,0.714618,-0.277013,-0.696816,0.195952,0.528774,-0.242246,-0.151123,-0.26165
UID_31_22_1_all-16,0.273753,-0.243775,-0.293841,0.31934,0.572051,0.121569,0.00540091,0.278396,0.0346453
UID_31_22_2_all-14,0.884736,0.794783,0.167476,-0.743416,-0.787805,0.162893,-0.00475388,0.106004,0.192247
UID_31_22_3_all-16,0.883452,0.79339,-0.185927,-0.796731,-0.489246,0.0286409,0.0620774,0.379157,-0.392076
UID_31_22_4_all-11,0.0496006,-0.544069,-0.299329,0.514062,0.949622,-0.431346,-0.0220333,-0.202149,-0.327134
UID_31_23_1_all-11,0.533234,0.430494,-0.373656,-0.156197,0.569172,-0.111981,0.153096,-0.318843,-0.0448875
UID_31_23_2_all-9,0.18395,0.453627,-0.669674,0.677583,1.1541,-0.745116,0.476518,0.333615,-0.392058
UID_31_23_3_all-24,0.86447,1.12658,-0.400196,0.198385,1.08999,-0.378026,-0.103821,0.313374,-0.484226
UID_31_23_4_all-17,0.406093,-0.441825,0.0676979,-0.301747,-0.0187028,0.289042,-0.0944102,0.148846,0.355631
UID_31_24_1_all-7,0.377507,0.00217379,-0.106252,0.504133,0.952363,-0.139894,-0.158386,-0.221546,0.417764
UID_31_24_2_all-5,0.643311,0.317961,0.599408,-0.303642,-1.38886,-0.548747,-0.227349,-0.0832354,0.0856296
UID_31_24_3_all-5,0.444577,-0.303823,-0.140154,-0.611382,-0.335517,0.29437,-0.0598004,0.674491,0.388226
UID_31_24_4_all-11,0.257018,-0.331263,-0.075896,0.571803,0.82489,-0.31162,0.131449,0.4732,0.375682
UID_31_24_5_all-15,0.592112,-0.171456,0.118191,-0.617016,-0.119052,0.156006,-0.0865865,-0.0859654,0.243708
UID_31_24_6_all-23,0.773332,0.262947,-0.0640742,-0.640235,-0.00581744,0.209474,-0.0148157,-0.0107526,0.00976374
UID_31_25_1_all-17,0.422478,0.753011,0.429128,0.504348,-0.336733,0.0518606,-0.927406,-0.88166,0.33684
UID_31_25_2_all-8,0.670049,0.374741,-0.198258,-0.290063,0.495311,0.299326,-0.280183,1.27082,0.164525
UID_31_25_3_all-11,0.315606,-0.413544,-0.222774,-0.305072,0.172412,-0.247642,0.0785058,-0.168993,-0.319547
UID_31_26_1_all-5,0.310063,-0.595864,0.0634815,-0.302931,-0.19923,-0.0921071,-0.098258,-0.305634,-0.20524
UID_31_26_2_all-7,0.534929,-0.240173,-0.0106495,-0.390552,-0.085174,-0.0820725,0.286888,-0.0549143,0.0364745
UID_31_27_1_all-17,-1.38281,-0.600545,2.28467,1.10472,0.734549,-0.542781,0.60519,-1.44538,1.4738
UID_31_27_2_all-8,0.339572,-0.0131887,-0.353714,0.34155,0.775637,-0.306805,0.134739,0.22542,-0.06303
UID_31_27_3_all-8,0.656305,0.354203,-0.189486,-0.204137,0.443972,0.388676,-0.234417,1.00918,0.300226
UID_31_28_1_all-13,0.0881457,-1.23573,0.100665,-0.176484,-0.109249,0.226614,0.0985899,-0.198194,0.142737
UID_31_29_1_all-24,0.276985,-0.559711,-0.0588411,0.112777,0.243629,-0.0514706,-0.0120774,0.129108,-0.0873425
UID_31_29_2_all-24,0.273908,0.00695776,0.244013,0.0167707,-0.667741,0.619873,-1.26578,-0.475649,-0.159999
UID_31_29_3_all-16,0.277731,-0.492112,-0.0055577,0.132093,0.447857,0.0544298,0.148694,0.350958,0.29954
UID_31_29_4_all-8,-0.0249241,-0.0159441,-0.439867,1.37056,1.87757,-0.743352,0.0916779,0.384401,-0.797732
UID_31_29_5_all-6,0.176004,-0.122293,0.0525304,0.324939,-0.00165587,0.140123,-0.0273755,-0.294212,0.0890208
UID_31_29_6_all-11,0.110318,-0.673996,-0.16686,-0.0989806,0.0259732,0.118772,-0.0422374,0.167317,0.0955987
UID_31_2_1_all-3,0.778871,0.647089,-0.0731515,-0.148918,0.758935,0.123119,0.0702347,-0.497646,-0.109775
UID_31_2_2_all-2,0.42533,-0.234878,0.0688981,-0.124328,-0.426172,0.0675123,-0.305698,0.117089,-0.0708861
UID_31_30_1_all-15,0.586829,1.70201,0.0141615,0.874406,0.0827419,2.35609,-2.08289,0.00813657,0.842447
UID_31_30_2_all-19,-2.60665,1.48091,4.08285,2.2578,-2.41992,2.14183,0.592388,1.9476,1.18631
UID_31_30_3_all-17,0.362065,-0.558968,-0.0593013,-0.248633,-0.109933,0.121634,0.202648,0.0620366,0.00596469
UID_31_30_4_all-9,0.378077,0.168452,-0.202886,0.554571,0.667663,0.0081352,-0.340244,0.84242,0.460899
UID_31_31_1_all-3,0.130594,-0.790631,-0.158118,0.168284,0.345534,-0.158393,0.270851,0.256347,0.197302
UID_31_31_2_all-12,0.340495,-0.351276,-0.146067,-0.437545,-0.245078,-0.16616,0.198993,-0.0915325,-0.502643
UID_31_31_3_all-10,0.441242,-0.24544,-0.137344,-0.138599,0.212037,-0.203718,0.294216,0.328223,0.063604
UID_31_31_4_all-7,0.17705,-0.230914,-0.33629,0.583406,0.586761,0.325475,0.251966,0.637865,0.0371968
UID_31_32_1_all-5,-0.00468315,-1.05231,-0.030061,0.334235,0.544493,-0.327945,0.280695,-0.462963,-0.23925
UID_31_32_2_all-11,0.0961424,-0.309401,0.204715,0.234469,-0.512451,-1.95059,0.433473,-0.874993,-0.11475
UID_31_32_3_all-17,0.226941,1.83898,-0.394016,2.90298,1.65554,0.777443,-1.00918,0.0961859,-1.58546
UID_31_32_4_all-7,0.623578,1.23639,0.333864,0.584567,-0.588017,0.151406,0.533665,1.54168,1.64235
UID_31_32_5_all-6,-1.69729,-4.78561,0.460648,1.68274,0.527602,-0.839428,0.462093,-0.4933,0.308198
UID_31_34_1_all-4,-0.0505384,-1.34178,-0.0515415,0.115846,0.215069,-0.387944,0.273646,-0.32285,-0.105437
UID_31_34_2_all-12,0.498866,0.450074,-0.563085,-0.338189,0.662044,-0.0748002,0.274567,-0.295929,-0.120285
UID_31_34_3_all-7,0.102527,-1.22674,0.231777,-0.142742,-0.0780134,0.16426,-0.239429,-0.1527,0.111033
UID_31_34_4_all-8,-0.000872024,-0.859909,0.385885,-0.189943,-0.351462,0.398243,-0.402484,-1.50198,-0.396413
UID_31_36_1_all-10,0.118306,-0.447443,-0.00544146,0.147282,-0.150365,0.491861,-0.526566,0.30337,-0.0779822
UID_31_36_2_all-10,0.419718,-0.363571,-0.0945945,-0.466162,-0.218744,0.278322,-0.0604198,0.280055,0.256128
UID_31_36_3_all-15,0.190087,-0.648552,-0.190953,0.0175541,0.50342,-0.23453,0.288955,-0.12611,-0.332408
UID_31_36_4_all-9,0.785738,0.229758,-0.0978467,-0.733187,-0.257309,0.095996,0.136037,-0.180621,-0.261043
UID_31_37_1_all-18,0.303576,-0.702071,-0.00142014,-0.518269,-0.274409,0.295105,-0.151276,-0.234697,-0.0743088
UID_31_37_2_all-34,0.900913,0.438627,-0.0604016,-0.812092,-0.0799192,0.266473,0.0166529,0.0147596,0.125022
UID_31_37_3_all-11,0.0646716,-0.574225,0.308596,0.781362,0.629179,0.278009,-0.490669,0.238993,1.00229
UID_31_37_4_all-12,0.177178,-0.838826,-0.0742365,-0.0401409,0.256257,-0.0452308,0.346338,-0.105949,0.203183
UID_31_38_1_all-29,0.712116,0.75651,-0.358129,-0.210356,0.734451,0.0211088,0.104487,-0.297658,-0.243472
UID_31_38_2_all-14,0.903488,0.749903,-0.31308,-0.926677,0.189203,0.381887,-0.280725,-0.15764,-0.0971268
UID_31_3_1_all-6,0.734703,0.646349,-0.226372,0.140427,0.470172,-0.182085,-0.00161786,0.137296,0.0343249
UID_31_4_1_all-21,0.579238,0.211796,-0.338055,-0.484809,0.101056,0.275704,0.385397,0.222526,0.0177268
UID_31_5_1_all-5,0.247958,-0.661016,-0.0876225,-0.219081,0.243476,-0.10416,0.0453424,0.0752685,-0.0650779
UID_31_5_2_all-11,0.355455,-0.112491,0.110287,-0.345517,-0.933102,-0.668149,-0.0241873,-0.304011,-0.999965
UID_31_5_3_all-3,0.362012,-0.440913,-0.0540933,-0.22376,-0.0222151,-0.112788,-0.317592,-0.570383,-0.676223
UID_31_5_4_all-3,0.130683,-0.457255,-0.295654,0.536229,0.664165,0.0852204,0.192496,0.452225,0.246102
UID_31_6_1_all-11,-1.59563,-0.518484,4.93516,0.9318,6.32123,4.53762,-1.96894,5.45521,-4.64288
UID_31_8_1_all-3,0.0121402,1.12202,1.22664,3.17201,0.00885558,-0.520094,2.46027,1.35975,4.73584
UID_31_9_1_all-11,0.398034,0.184525,-0.203211,-0.236522,0.3665,0.0680956,-0.411109,-0.148054,-0.0215668
UID_31_9_2_all-10,-0.0429303,0.171964,-0.664301,0.190679,0.259637,-1.12098,1.02496,0.0478457,-0.705251
UID_31_9_3_all-11,0.0335426,-0.808628,-0.0854872,0.0461372,-0.499481,0.726353,-0.591074,0.632232,0.160152
UID_31_9_4_all-14,0.396164,-0.254562,0.037076,-0.858651,-0.494214,0.96095,-0.663608,-0.71926,0.0106956
UID_36_1_1_all-21,0.10414,-1.02596,0.08497,0.0588241,-0.0179241,0.211989,-0.135139,0.420598,0.449968
