Contour,Mode 1 (normalized),Mode 2 (normalized),Mode 3 (normalized),Mode 4 (normalized),Mode 5 (normalized),Mode 6 (normalized),Mode 7 (normalized),Mode 8 (normalized),Mode 9 (normalized)
UID_36_1_2_all-16,-2.91901,1.01675,-0.563785,-1.99419,-0.750113,-0.671499,-0.554129,-1.22789,1.66997
UID_36_1_3_all-25,0.431743,-0.275298,0.133083,-0.14006,0.146353,-0.242362,-0.127802,-0.22123,0.147603
UID_36_2_1_all-16,-1.67476,-0.16121,0.60808,3.17915,5.17405,-3.09378,0.788884,-1.31252,-1.1391
UID_36_2_2_all-23,-2.86834,1.06879,-0.816578,-2.4838,-1.27841,-2.19035,-3.82317,0.807433,-2.85344
UID_36_3_1_all-23,0.46798,-0.288955,0.0482167,-0.378754,-0.349394,0.238641,-0.347637,0.443295,0.0285338
UID_36_3_2_all-7,0.0502165,-1.06723,0.268365,0.169528,-0.214708,0.175454,-0.268395,0.23678,0.417089
UID_36_3_3_all-13,0.344442,-0.475318,-0.0354544,-0.276985,0.226538,0.00283747,0.0132518,-0.382119,0.0615378
UID_36_3_4_all-7,-2.29993,-0.909503,3.45608,0.354044,1.92419,4.04641,1.86799,0.983858,0.652724
UID_36_3_5_all-5,-2.52474,0.930817,-1.85338,-1.37716,0.580808,-1.13953,1.44723,1.24111,-0.47679
UID_36_3_6_all-36,-2.89276,0.575859,-1.28596,-1.58713,-2.17762,3.22185,0.648543,0.250963,-1.96814
UID_36_3_7_all-35,0.525506,-0.0767635,-0.0933273,-0.577991,-0.263915,-0.0168411,-0.0550189,-0.115727,-0.442599
UID_36_3_8_all-39,0.81831,0.572224,-0.269695,-0.505283,-0.0928411,0.37362,-0.313775,0.129439,0.0185668
UID_36_3_9_all-10,0.400969,-0.424586,0.00468572,-0.519912,0.358937,0.223578,-0.459564,0.600353,0.6036
UID_36_4_1_all-19,-2.89632,-1.83612,-2.93075,2.72079,-3.36657,1.78217,-3.75885,0.460396,4.79489
UID_36_4_2_all-20,0.152817,-1.14907,0.113473,-0.326697,-0.21492,0.153633,-0.226786,-0.179055,0.0104125
UID_36_4_3_all-35,-3.01431,-0.942384,-1.26077,0.595814,-6.50958,5.25731,-2.2605,0.368184,-3.5543
UID_36_5_1_all-25,0.637852,0.0822173,-0.159094,-0.580698,0.125907,0.00242241,-0.00326799,-0.270909,-0.41668
UID_36_5_2_all-5,-0.057216,1.64632,0.11816,1.89566,3.7487,2.99268,-2.9512,2.30683,0.12804
UID_36_5_3_all-29,0.894046,0.651161,-0.044956,-0.950483,-0.583416,0.0800922,0.127743,0.411834,0.0660554
UID_36_5_4_all-20,0.514453,-0.340085,-0.0768483,-0.484793,-0.178643,0.369587,0.0264834,-0.299235,-0.182352
UID_36_5_5_all-23,0.300682,-0.840133,0.101734,-0.220942,-0.0223071,0.09094,0.142343,-0.105577,0.209931
UID_36_6_1_all-20,0.137195,-0.70243,-0.0241495,-0.116972,-0.0638925,-0.176091,-0.154652,-0.223287,-0.266917
UID_36_6_2_all-31,0.722821,0.845635,-0.349354,-0.592382,-0.431691,-0.0875845,-0.155548,1.27761,-0.457817
UID_36_6_3_all-22,-2.46725,-0.146305,-4.17024,1.64199,0.0423006,-1.73957,-1.30144,2.47305,-6.0531
UID_36_6_4_all-21,0.388046,-0.44469,-0.0798809,-0.464777,-0.0906906,0.0562258,-0.0200288,-0.293693,-0.38957
UID_36_6_5_all-22,0.185215,-0.895856,-0.0485948,-0.0489206,0.30947,-0.18726,0.047207,-0.313514,-0.147381
UID_36_6_6_all-14,-1.38651,-0.866141,3.47856,-1.42373,-0.555978,1.13012,3.57065,0.291407,4.04886
UID_36_7_1_all-20,0.149497,-0.688631,-0.0524082,-0.113925,-0.0612163,-0.109521,-0.108626,-0.238033,-0.355212
UID_36_7_2_all-17,-2.04292,-1.38518,-4.42437,2.05552,1.59821,-1.00372,-5.31426,5.84399,-8.86959
UID_36_7_3_all-19,-2.4523,0.821941,-1.66618,-0.900794,-3.36624,-3.01748,-1.31484,0.512608,-0.355349
UID_36_7_4_all-28,0.189552,-0.897896,0.00363828,-0.0397076,0.328734,0.0742205,0.218551,-0.341461,0.343615
UID_36_7_5_all-17,-2.35418,2.1387,0.706081,-2.17094,-2.25195,-1.43768,0.440022,1.71524,2.60125
UID_36_7_6_all-11,-1.27943,-0.868837,3.69336,-1.71784,-0.150346,-0.614849,1.92248,-0.459012,3.04598
UID_36_7_7_all-7,-2.69243,1.57438,-0.956713,-1.56546,1.22302,-1.49591,-0.88597,-1.37356,2.11599
UID_37_10_1_all-17,-2.55026,2.39036,-0.289438,-1.17055,4.26085,1.17972,0.781177,-1.52378,0.0930854
UID_37_10_2_all-33,0.598923,1.3124,-0.124966,0.780358,-0.0911791,0.276072,-0.788674,0.864463,0.330559
UID_37_10_3_all-19,0.540538,-0.344173,0.072901,-0.772257,-0.559759,0.209921,-0.187994,-0.0339202,-0.149605
UID_37_10_4_all-14,-2.62962,0.611387,3.21963,-1.1026,3.16658,0.696065,-0.667418,1.00644,0.994023
UID_37_10_5_all-18,0.451586,-0.494366,0.0697121,-0.496602,-0.314569,0.335805,-0.0332568,-0.0489945,0.119183
UID_37_10_6_all-5,-0.161563,-1.63008,0.057716,0.191411,0.0181206,-0.151322,0.0450179,0.0536815,0.0373803
UID_37_10_7_all-22,-2.44285,1.50797,-2.10486,-1.50885,-0.0774479,-2.50798,-1.31656,-1.04543,2.31166
UID_37_11_10_all-17,-0.0138716,-1.33506,0.186269,0.219235,0.168393,0.0542457,0.0409059,-0.37506,0.0102929
UID_37_11_11_all-12,0.372915,-0.409476,-0.080613,-0.599328,-0.594922,-0.229404,0.108529,0.246235,-0.479469
UID_37_11_12_all-23,0.282855,-0.496486,-0.134726,-0.171954,0.216949,-0.0774498,-0.0372266,-0.179961,-0.0112354
UID_37_11_13_all-13,-0.0798958,-1.67667,0.180003,-0.0303067,-0.102244,-0.0816099,0.133028,-0.356921,-0.0729195
UID_37_11_14_all-25,-2.7114,1.5524,-1.77552,-1.65859,-1.59939,-0.0739288,2.12566,4.03168,-5.74391
UID_37_11_15_all-18,0.0154982,-1.36294,0.214964,-0.0916198,-0.13094,-0.265925,0.181465,-0.29684,0.136738
UID_37_11_16_all-13,-0.0785508,-1.6465,0.22374,0.0143312,-0.244934,-0.19255,0.0427478,0.0124146,-0.0285339
UID_37_11_17_all-10,0.247531,-0.852262,0.0452073,-0.229881,0.0524344,0.177498,-0.0375269,-0.115837,0.206939
UID_37_11_18_all-23,0.487482,-0.185952,-0.0644029,-0.322488,0.0552685,0.283976,-0.0695017,0.248062,0.299413
UID_37_11_19_all-13,0.142431,-1.1877,0.218752,-0.217953,-0.271426,0.0295993,-0.119633,-0.0973058,0.0329434
UID_37_11_1_all-4,-2.41067,3.68387,2.02873,2.56483,1.85596,0.330825,-0.0218661,-1.45526,0.977871
UID_37_11_2_all-15,-2.01852,-0.341248,-4.55934,1.17888,-1.72028,0.434609,2.83625,-1.04634,-2.12016
UID_37_11_3_all-12,-2.75341,-0.0374478,-0.603218,-1.73742,-0.289849,0.859293,1.16964,0.2052,-2.58471
UID_37_11_4_all-11,0.463666,-0.382784,0.125503,-0.334099,-0.290378,-0.197112,-0.159865,0.418757,0.121151
UID_37_11_5_all-28,0.621914,-0.0243772,-0.105682,-0.606176,-0.23398,0.289237,-0.232937,0.160986,-0.105751
UID_37_11_6_all-18,0.558113,-0.31415,0.0947286,-0.736803,-0.429799,0.19768,-0.0588448,-0.0766969,0.0413238
UID_37_11_7_all-22,0.170069,-1.01461,0.165917,-0.0306592,0.0557304,-0.171737,0.108971,-0.0678258,0.128063
UID_37_11_8_all-16,-2.95285,0.845442,-1.22723,-1.91988,-3.44375,1.93601,3.76114,-2.58336,-4.54294
UID_37_11_9_all-22,0.0791086,-1.35012,0.144487,-0.352897,-0.334252,0.0884407,0.348557,0.0950904,0.264675
UID_37_13_1_all-12,0.228256,-0.54041,-0.0148053,-0.418964,-0.548248,-0.0368421,-0.390209,-0.514278,-0.488325
UID_37_13_2_all-15,-2.31887,-1.05363,3.23499,1.5789,1.43075,4.28904,2.05743,1.17424,-1.79303
UID_37_14_1_all-26,0.566323,0.00856952,-0.0965067,-0.500282,0.105298,0.0703166,0.195293,-0.312993,-0.0901924
UID_37_14_2_all-13,0.216192,-1.02712,0.197264,-0.31297,-0.261613,0.0520782,-0.0818046,0.12007,0.246451
UID_37_14_3_all-26,0.234108,-0.866855,0.0395329,-0.157901,0.0908182,0.00370623,0.0692851,-0.359182,-0.0599946
UID_37_15_10_all-21,-2.98729,1.84629,-0.475545,-2.26707,-0.805243,0.443072,0.948529,-1.79655,0.0543474
UID_37_15_11_all-5,0.153639,-0.669712,-0.0270612,0.403267,0.589509,0.0309329,0.274159,0.516729,0.643962
UID_37_15_1_all-22,0.0630043,-0.922558,-0.176076,0.421916,0.545326,-0.661976,0.681795,-0.396778,-0.305949
UID_37_15_2_all-7,-0.0647854,-1.36183,0.0269771,0.243655,0.296598,-0.177119,0.218272,-0.0392065,0.299679
UID_37_15_3_all-11,-0.0921745,-0.45146,0.327641,0.706186,-0.377294,0.788724,-1.409,-0.647838,-0.174526
UID_37_15_4_all-13,-0.19158,-0.629201,0.286734,1.06334,1.00646,0.316025,-0.603549,-0.422222,1.02622
UID_37_15_5_all-17,0.329241,-0.629479,0.0402593,-0.0907913,0.219689,0.0715758,0.166928,-0.0611856,0.270567
UID_37_15_6_all-10,0.605757,-0.250369,0.045629,-0.653038,-0.366782,0.174348,0.0371804,-0.110318,-0.0520232
UID_37_15_7_all-2,-2.93456,1.32719,1.23014,-2.07688,1.89786,-0.0737503,-0.356903,-0.0683737,0.748922
UID_37_15_8_all-3,0.0599953,0.248638,1.36986,0.388203,-2.08501,-2.42674,0.600367,-2.03296,-0.739686
UID_37_15_9_all-18,0.0579866,-1.45023,0.250864,-0.213555,-0.242975,0.0916778,0.0325941,-0.242344,0.227889
UID_37_16_1_all-15,0.396211,-0.145929,-0.00351709,0.0746724,-0.467282,0.283462,1.18211,-0.169022,-0.655884
UID_37_16_2_all-13,-0.0828131,-1.6007,0.174036,-0.00956917,-0.10004,-0.0518663,-0.0149975,-0.0986706,0.129561
UID_37_16_3_all-31,0.516758,-0.0158356,-0.168044,-0.29625,0.354637,0.0224382,0.114272,-0.180058,-0.0821103
UID_37_16_4_all-15,-0.0127588,-1.2854,-0.0212713,0.0216685,0.174074,-0.201095,0.222437,-0.312038,-0.129243
UID_37_16_5_all-23,0.138434,-0.971808,-0.0973165,0.0837597,0.346874,-0.204293,0.259767,-0.24255,-0.0998189
UID_37_16_6_all-18,-0.0977241,-1.79042,0.305747,-0.0356243,-0.207221,-0.178903,0.0301571,-0.351199,0.0851793
UID_37_17_10_all-13,-2.29026,-1.37739,3.84061,-0.848115,-1.12486,2.28966,1.88381,3.62841,1.22477
UID_37_17_11_all-17,-0.131796,-1.41295,0.204768,0.366829,0.00884757,0.089301,-0.304111,0.306445,0.245353
UID_37_17_12_all-13,0.4871,1.65655,-1.46485,2.39705,1.30049,-0.562734,1.6064,-0.265835,-2.02208
UID_37_17_1_all-8,-2.76748,-1.64477,-3.34641,2.82454,-2.71845,0.0686919,-0.693077,2.29865,4.17383
UID_37_17_2_all-3,0.181971,1.7236,-0.103801,2.0492,-0.57917,0.509074,-0.744455,-0.35043,0.991565
UID_37_17_3_all-21,0.441577,1.56879,0.404752,1.90588,-0.650989,0.25832,-1.98207,-0.148389,-0.260751
UID_37_17_4_all-18,0.276535,-0.170844,0.107504,0.234614,-0.138644,0.361998,-0.657603,0.346367,0.257517
UID_37_17_5_all-11,-2.34874,-0.524445,3.81609,2.05891,0.545482,-0.781955,-3.87247,1.17711,-3.02119
UID_37_17_6_all-14,-1.66768,0.982731,3.41228,-0.0436624,2.73807,-2.38843,6.78902,2.41213,-2.68051
UID_37_17_7_all-18,0.144902,-0.976715,0.234512,-0.0861372,-0.381039,0.352188,-0.0923754,-0.626522,0.168838
UID_37_17_8_all-19,0.428884,-0.380174,-0.0327567,-0.270913,0.09112,0.28851,0.265287,-0.0122356,0.276655
UID_37_17_9_all-15,-1.96357,-1.61772,1.66156,0.166323,0.807079,-2.69636,1.66319,1.1919,0.962277
UID_37_18_1_all-13,0.654365,0.175011,-0.140871,-0.557868,-0.00536523,0.298723,-0.377114,-0.131725,-0.092023
UID_37_18_2_all-11,0.330578,-0.520839,-0.0467991,-0.516493,0.0610788,0.181942,-0.358481,-0.371827,-0.310899
UID_37_18_3_all-44,0.435976,-0.456044,-0.0209064,-0.407055,-0.0974503,0.0826365,0.0716178,-0.0648654,0.0420169
UID_37_18_4_all-23,0.156713,-1.19767,0.207726,-0.17218,-0.0786681,-0.0467982,0.0856587,-0.0618882,0.262439
UID_37_18_5_all-13,-0.0163655,-1.4576,0.142149,-0.286515,-0.289627,0.366853,-0.173165,-0.0104264,0.241176
UID_37_19_1_all-4,-2.39896,-0.729447,3.8816,2.90266,0.455955,-0.805098,-0.140418,3.24008,-1.49538
UID_37_1_10_all-13,0.0512521,-1.28325,0.135806,-0.0187551,-0.0806147,0.0863687,-0.0254024,0.0258303,0.222358
UID_37_1_11_all-32,0.427822,-0.412335,-0.0525067,-0.536562,-0.346153,0.28645,-0.581004,-0.0599247,-0.178686
UID_37_1_12_all-14,-0.0307966,-0.550313,0.125232,0.719547,0.317944,0.621952,-0.492933,0.256705,0.534538
UID_37_1_13_all-29,0.67231,-0.159942,0.0216973,-0.852551,-0.461973,0.133735,0.0540566,-0.0175809,0.0499709
UID_37_1_14_all-12,-2.62464,1.0831,-1.47658,-1.61201,0.926343,-0.242342,1.52282,2.25015,0.0591422
UID_37_1_15_all-6,-2.62706,0.145263,0.53395,-0.849348,1.57303,0.0645817,1.14825,-1.03167,0.758583
UID_37_1_16_all-16,0.461723,-0.314604,-0.0130561,-0.362782,-0.14172,0.384627,-0.104253,0.244564,0.25895
UID_37_1_17_all-12,-0.101392,-1.52351,0.144445,0.23387,0.325628,-0.0312037,0.0177322,-0.128495,0.399645
UID_37_1_18_all-17,-2.75339,1.38555,-0.207037,-1.24557,0.826856,-0.608531,-2.12099,-0.966712,-0.385061
UID_37_1_1_all-14,-1.92552,2.25297,1.60144,0.51901,2.49441,-3.78931,-0.200698,2.17126,5.00387
UID_37_1_2_all-31,-2.54191,1.35044,-2.5194,-1.07373,-1.52276,-1.67015,-1.44188,-0.0049598,1.10234
UID_37_1_3_all-36,-0.381117,0.869033,3.17371,0.500545,-4.97906,-1.81156,1.04893,-2.11375,0.0792786
UID_37_1_4_all-23,0.111295,-1.09309,0.0497929,0.0623794,0.0666103,-0.19234,0.033072,0.162099,-0.0814746
UID_37_1_5_all-21,0.416744,-0.21718,-0.0926151,-0.619016,-0.160186,-0.0245366,0.0503175,-0.381422,-0.27389
UID_37_1_6_all-23,-2.18126,0.294992,-3.82738,0.787402,-1.85574,2.76628,1.7346,-0.397509,-0.369075
UID_37_1_7_all-14,-2.36752,0.380405,-3.24486,0.291384,-2.13873,2.75561,3.01454,-0.422514,-1.95089
UID_37_1_8_all-14,0.202504,-1.03053,0.185689,-0.275799,-0.515291,-0.210121,0.169017,0.0932437,0.0882472
UID_37_1_9_all-27,0.320608,-0.254718,-0.236666,-0.171481,0.293641,0.0993597,-0.218363,-0.147297,-0.222387
UID_37_20_1_all-14,-3.142,1.51516,0.632556,-2.51141,0.657228,-0.124312,-1.10266,-0.992703,0.471417
UID_37_20_2_all-4,-2.09414,1.19072,0.119761,0.30789,4.78385,-4.14985,-1.15728,3.04184,0.759676
UID_37_20_3_all-14,0.672023,-0.0267964,0.141188,-0.559364,-0.250307,-0.0904828,-0.0518785,-0.204837,-0.030485
UID_37_20_4_all-30,0.214451,-0.991713,0.0960158,-0.38337,-0.329021,0.0638807,-0.13557,-0.00749109,-0.0332663
UID_37_20_5_all-15,-0.028133,-1.51554,0.202398,-0.107606,-0.0794441,-0.0405237,0.146273,-0.231966,0.293616
UID_37_20_6_all-21,0.652444,0.0374217,-0.0270585,-0.372256,-0.0751802,0.131036,0.113357,0.24529,-0.0425884
UID_37_21_1_all-15,-0.0911583,-1.43509,0.0958861,0.212854,-0.0779599,-0.292333,0.283576,-0.0527384,-0.0210905
UID_37_21_2_all-12,0.478765,-0.22955,-0.0375058,-0.383507,0.151758,0.204199,-0.0676472,-0.0284087,0.105625
UID_37_21_3_all-17,0.176516,-0.840429,-0.0895371,0.000471314,0.224605,-0.292688,0.263168,-0.306721,-0.359068
UID_37_21_4_all-26,0.5045,-0.312503,-0.0224316,-0.545901,-0.405799,0.0981045,-0.0162991,0.119001,-0.00629905
UID_37_21_5_all-12,0.119661,-1.13376,0.0619081,-0.0644987,-0.0529603,-0.0342922,0.148211,0.00197689,0.235367
UID_37_21_6_all-15,0.257947,-0.696584,-0.0909519,-0.124164,0.178306,-0.43391,0.347682,-0.125692,-0.122966
UID_37_21_7_all-11,0.0542219,-1.28706,0.212102,-0.185452,-0.398776,0.11268,-0.117323,0.0593791,0.155239
UID_37_21_8_all-12,-2.3237,-0.524544,-2.25594,-0.117396,-1.76115,-1.26115,0.356442,-0.422151,0.868352
UID_37_22_1_all-9,0.411132,-0.474216,0.0251162,-0.331249,-0.226651,0.0632414,-0.0552421,0.225372,0.120568
UID_37_22_2_all-25,0.228071,-0.792879,0.0329744,-0.0514402,0.217535,0.0418066,-0.00794123,0.0236402,0.111036
UID_37_22_3_all-12,0.115565,-1.30531,0.154893,-0.317452,-0.249667,0.0385591,0.107093,-0.328344,0.067704
UID_37_22_4_all-24,-2.92733,-0.402544,-2.89896,3.01595,-3.66147,1.22373,-4.82101,4.90197,0.873333
UID_37_22_5_all-35,0.583171,-0.289977,0.0412492,-0.651321,-0.277883,0.115818,-0.0244324,-0.024072,-0.108346
UID_37_23_1_all-20,0.158687,-1.03033,0.103499,0.0234334,-0.172131,-0.0207025,0.150432,0.420355,0.305422
UID_37_23_2_all-13,-2.4356,0.537765,-1.53274,-0.21549,1.75613,-1.20408,-0.132316,-1.19386,1.63028
UID_37_23_3_all-21,0.326952,0.642543,0.231327,0.482534,-0.574692,0.409691,-1.75686,0.617332,0.849684
UID_37_23_4_all-26,0.0372209,-1.25318,0.0770987,-0.0314493,0.157583,-0.165197,0.079902,-0.328408,-0.0934829
UID_37_23_5_all-21,0.155943,-0.953592,0.193934,0.0393603,-0.0528691,-0.0260584,0.0150985,0.051863,0.469736
UID_37_23_6_all-19,0.0871468,1.6559,-1.11616,4.24374,0.0155807,0.0883228,0.517489,-3.40752,-1.06893
UID_37_23_7_all-18,0.0955283,1.93953,-1.89051,2.24603,1.63366,-2.74696,1.30011,-1.32852,-1.91438
UID_37_24_1_all-29,-0.215514,2.61208,0.458545,3.37741,-0.313399,-1.03749,-0.790502,-0.175281,-0.47135
UID_37_24_2_all-17,0.17002,-1.13038,0.13659,-0.470321,-0.357788,0.0694771,-0.124825,-0.252776,0.0151128
UID_37_24_3_all-22,0.687862,-0.0422975,0.0163861,-0.74381,-0.21963,0.224155,-0.0580768,-0.188142,-0.00609786
UID_37_24_4_all-21,-2.70209,-0.84117,-4.25401,0.477535,-1.83197,-0.660797,1.49834,0.956697,-2.53335
UID_37_24_5_all-17,-0.0497652,-0.961595,-0.0708995,0.187142,0.187744,-0.506958,0.525977,-0.0521993,0.195606
UID_37_24_6_all-28,0.268037,-0.760598,-0.00831605,-0.134691,0.0608019,-0.0341444,0.110889,-0.0800691,0.000212665
UID_37_24_7_all-8,0.415935,-0.550832,0.0276021,-0.440865,-0.200956,0.16889,0.0164406,0.199962,0.260158
UID_37_24_8_all-10,-0.00745535,-1.22292,0.043126,0.156453,0.153175,-0.130451,0.0653546,-0.12016,0.0325791
UID_37_25_10_all-20,0.538487,0.698549,-0.246238,-0.631939,-0.292554,-0.838779,0.0433568,0.909542,0.036894
UID_37_25_11_all-25,-2.14104,-0.414083,-4.06452,0.874249,-5.71372,2.23426,1.55615,-0.564665,0.651873
UID_37_25_12_all-8,-0.0705229,-1.56656,0.167075,0.040892,-0.0477303,-0.123638,0.0724819,-0.243054,0.110594
UID_37_25_13_all-20,0.226102,-1.02477,0.150307,-0.252695,-0.13293,0.0192439,-0.00927472,-0.0844357,0.13332
UID_37_25_1_all-10,-2.8412,-1.25387,-2.18021,1.71391,-1.63626,1.78388,-1.10496,1.07982,4.37956
UID_37_25_2_all-22,-2.77393,1.27984,-0.737872,0.910227,0.12398,3.78305,-4.40685,-0.675269,1.3316
UID_37_25_3_all-2,-1.8462,-4.73499,0.293187,1.84033,0.474347,-0.274547,0.174023,0.156147,1.1076
UID_37_25_4_all-16,-0.4602,0.876561,2.85083,-1.63889,-4.92052,-2.0162,-1.43089,6.69497,1.21835
UID_37_25_5_all-11,-0.106894,-1.67989,0.1725,0.123394,-0.17395,-0.388367,0.20971,0.0827759,0.0349086
UID_37_25_6_all-9,-2.03454,-1.81387,-2.70898,1.12729,-1.0029,0.556731,0.829274,-1.31709,-2.53556
UID_37_25_7_all-23,0.225651,-0.580554,-0.106101,-0.254856,0.204388,-0.063445,0.319364,-0.149872,0.196275
UID_37_25_8_all-11,-2.56503,1.96467,-0.970376,-1.59264,2.14844,-0.908672,0.0684789,-0.616372,0.474892
UID_37_25_9_all-20,0.260427,-0.440403,-0.431775,0.127337,0.400913,-0.105172,0.116458,0.230181,0.139045
UID_37_26_1_all-7,0.229075,-1.11652,0.276515,-0.407516,-0.279584,0.104358,-0.000977548,-0.502345,0.0432257
UID_37_26_2_all-25,0.0966439,-0.788423,-0.0665796,-0.0960266,-0.198105,-0.249282,-0.0140613,-0.151549,-0.48653
UID_37_26_3_all-21,0.0873312,-1.35928,0.269415,-0.164393,-0.240212,-0.127804,0.0961929,-0.300663,0.0498949
UID_37_26_4_all-26,-2.26721,-1.43077,-3.91967,3.39785,0.34062,0.455934,2.24222,0.337143,-1.51404
UID_37_26_5_all-3,-2.88863,-0.190179,1.20657,-1.44481,0.451156,0.797175,0.246763,-0.963925,-0.0533988
UID_37_27_1_all-17,0.314177,-0.890839,0.126613,-0.508457,-0.24086,0.272515,-0.113635,-0.314942,0.075298
UID_37_27_2_all-11,0.0509501,-1.4799,0.228193,-0.210245,-0.243997,0.0198642,0.0412051,-0.244232,0.0245466
UID_37_27_3_all-24,0.664698,0.15612,-0.221813,-0.626765,0.0953267,0.431132,0.103604,-0.10575,0.183465
UID_37_28_1_all-24,0.197286,1.11497,0.578315,0.768537,-0.586953,0.985342,-2.17369,-0.0239457,0.514931
UID_37_28_2_all-24,0.0336571,-1.18772,0.0608236,0.128882,0.157207,-0.0529557,0.187081,0.0751148,0.166872
UID_37_28_3_all-19,-0.128879,-1.37713,-0.0306234,0.210415,0.21702,-0.24653,0.348127,-0.292597,-0.291712
UID_37_28_4_all-12,0.22499,-0.827445,0.0398189,-0.191881,-0.0754579,0.257296,-0.0705863,0.130603,0.287329
UID_37_2_1_all-26,-2.93574,1.47858,-0.0535658,-1.78798,-0.14102,0.302151,-1.97723,-2.24381,-0.157096
UID_37_2_2_all-15,0.482069,0.267586,-0.520572,0.109578,1.04648,-0.225349,0.483339,-0.240086,-0.106583
UID_37_2_3_all-29,0.803416,0.301398,-0.0665191,-0.830495,-0.122245,0.220669,0.133579,-0.0799993,0.201786
UID_37_2_4_all-26,-2.74419,0.652,-1.97481,-1.01564,-3.63761,-0.299277,-2.58444,0.00974947,0.725741
UID_37_3_1_all-22,0.0107481,-1.44885,0.164863,-0.170948,-0.0847936,0.0214244,0.145963,-0.159336,0.253381
UID_37_3_2_all-12,-0.0301497,-1.36858,0.0525541,-0.060912,-0.0936456,0.114993,-0.0534883,0.100086,0.129139
UID_37_3_3_all-20,0.126647,-1.28193,0.210883,-0.217825,-0.197085,0.0306416,0.104538,-0.177264,0.173715
UID_37_3_4_all-44,0.869621,0.235193,0.0892759,-0.959965,-0.292422,0.247517,-0.0779734,-0.328438,-0.0142378
UID_37_3_5_all-13,-2.49673,-1.01112,-2.84006,1.19458,-1.46844,-0.169408,1.67438,0.779688,1.19315
UID_37_3_6_all-22,0.160496,-1.12583,0.0834588,-0.327005,-0.199941,-0.0395564,0.088949,-0.00350884,0.148393
UID_37_3_7_all-36,0.736353,0.392434,-0.184644,-0.368094,0.2767,0.147924,-0.129556,-0.408332,-0.213259
UID_37_3_8_all-20,0.0868699,-1.11848,0.0754623,-0.243903,-0.185111,0.200281,-0.039885,-0.297865,0.00163913
UID_37_3_9_all-16,-0.0594966,-1.15631,0.00947269,0.154846,0.0762217,-0.179591,-0.172154,-0.163816,-0.222405
UID_37_4_10_all-15,-0.0403104,-1.12338,0.00153964,0.686909,0.749947,-0.244869,-0.0171844,0.230793,0.22424
UID_37_4_1_all-16,0.540973,0.3643,-0.479728,0.0956786,0.667694,-0.105323,0.429021,0.285903,-0.0197448
UID_37_4_2_all-14,0.210037,-0.782607,0.0427527,-0.0143536,0.268643,-0.0258759,-0.0348943,-0.196218,0.0876052
UID_37_4_3_all-9,-2.06106,-1.20088,3.71206,1.39432,-0.456362,-1.66948,-4.22192,2.84384,-0.0306112
UID_37_4_4_all-32,0.864006,0.496586,-0.306957,-0.780685,-0.0604587,0.186786,0.273979,0.0320523,0.184952
UID_37_4_5_all-8,-0.283912,-1.7898,0.130909,0.327809,0.0899625,-0.179142,-0.0875181,-0.191753,0.0273384
UID_37_4_6_all-21,0.425335,-0.677966,0.0730543,-0.551283,-0.281137,0.0356122,0.0451329,-0.113831,-0.0537515
UID_37_4_7_all-21,0.773714,0.15081,-0.0551879,-0.858074,-0.292283,0.279129,-0.0337665,0.118014,0.0242887
UID_37_4_8_all-14,-0.176777,-1.04642,-0.251248,1.06337,1.00637,-0.538191,0.343706,0.35415,-0.0739978
UID_37_4_9_all-17,-2.00022,0.127648,4.87217,-1.28323,4.76009,1.26572,-1.77712,4.03796,-2.36708
UID_37_5_1_all-29,0.178119,1.50466,-0.430486,5.01711,-0.058973,-0.306602,4.24468,0.422809,-0.314091
UID_37_5_2_all-34,-2.12441,-2.24981,-1.90772,-0.115315,-3.59204,-0.73124,-5.89558,-1.48186,-6.38798
UID_37_6_1_all-13,-0.227738,-1.70279,0.123844,0.271118,-0.0806331,-0.274509,-0.000731152,-0.0577361,0.033654
UID_37_6_2_all-11,-0.0540837,-1.53369,0.153,-0.0302053,-0.0570275,-0.203213,0.00139404,-0.472529,-0.0647445
UID_37_6_3_all-27,0.3578,-0.699408,0.0373182,-0.326018,-0.0506447,-0.0192881,0.145679,-0.0279834,0.118379
UID_37_6_4_all-32,0.489153,-0.291767,-0.0386601,-0.51809,0.0443906,0.297096,0.00843821,-0.201447,0.163789
UID_37_7_10_all-9,-2.16999,-1.52112,-3.98888,2.47035,-2.22482,0.828119,0.847579,0.249568,1.69707
UID_37_7_11_all-10,-2.11601,0.400241,-2.82307,0.227563,0.37396,-0.133818,0.659165,0.241351,-0.656848
UID_37_7_12_all-14,-0.124886,-1.53327,0.151409,0.159619,0.233016,-0.119876,-0.161708,-0.438505,0.0304343
UID_37_7_13_all-7,-1.95703,-1.11273,2.82827,-0.728069,1.09051,2.13075,3.47157,1.52594,1.01325
UID_37_7_1_all-14,-2.15636,-2.1662,3.89446,1.19479,2.79657,1.07533,-3.47479,4.20261,-4.73033
UID_37_7_2_all-25,0.670168,0.16559,-0.123314,-0.38588,0.124113,0.0260103,0.196073,-0.255038,-0.248797
UID_37_7_3_all-20,-2.48343,1.11468,-2.18837,-1.27761,-0.410752,-1.08956,0.806712,0.227103,-1.04138
UID_37_7_4_all-13,-2.43597,1.71271,-1.8196,-0.600101,0.691544,-0.19113,0.690702,-2.91412,0.827721
UID_37_7_5_all-20,0.216211,-0.811924,-0.0198512,0.0264683,0.35718,-0.0413535,-0.0515279,-0.111091,0.0800771
